"","iso_code","continent","location","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","reproduction_rate","icu_patients","icu_patients_per_million","hosp_patients","hosp_patients_per_million","weekly_icu_admissions","weekly_icu_admissions_per_million","weekly_hosp_admissions","weekly_hosp_admissions_per_million","total_tests","new_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","positive_rate","tests_per_case","tests_units","total_vaccinations","people_vaccinated","people_fully_vaccinated","total_boosters","new_vaccinations","new_vaccinations_smoothed","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","total_boosters_per_hundred","new_vaccinations_smoothed_per_million","new_people_vaccinated_smoothed","new_people_vaccinated_smoothed_per_hundred","stringency_index","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy","human_development_index","population","excess_mortality_cumulative_absolute","excess_mortality_cumulative","excess_mortality","excess_mortality_cumulative_per_million"
"189","KOR","Asia","한국",2022-10-29,25538799,34511,34495,29158,27,24,492876.595,666.032,665.723,562.724,0.521,0.463,1.27,270,5.211,1535,29.624,NA,NA,932,17.987,NA,NA,NA,NA,NA,NA,NA,NA,NA,129503908,44851275,44431006,41200733,3697,5657,249.93,86.56,85.75,79.51,109,199,0,11.11,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,NA,12.27,83.03,0.916,51815808,NA,NA,NA,NA
"190","OWID_AFR",NA,"아프리카",2022-10-30,12383564,615,1489.714,256979,0,12.857,8679.643,0.431,1.044,180.117,0,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,677115120,436304801,351906488,54910898,1276570,1300682,47.46,30.58,24.67,3.85,912,1003784,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1426736614,NA,NA,NA,NA
"191","OWID_ASI",NA,"아시아",2022-10-30,189240301,115068,134539.286,1492577,268,242.571,40081.537,24.372,28.496,316.131,0.057,0.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8768515559,3615225187,3395156803,1681435346,1835413,1752490,185.72,76.57,71.91,35.61,371,319609,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4721383370,NA,NA,NA,NA
"192","OWID_EUR",NA,"유럽",2022-10-30,236457194,15893,179631.857,1963456,218,744,317474.109,21.338,241.179,2636.192,0.293,0.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1343801383,517097882,496520333,342818300,129116,403050,180.42,69.43,66.66,46.03,541,18649,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744807803,NA,NA,NA,NA
"193","OWID_NAM",NA,"북미",2022-10-30,115496066,6494,41627.286,1525829,36,442,192389.663,10.817,69.341,2541.677,0.06,0.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1105465678,452493583,390268868,243646736,276759,892685,184.14,75.37,65.01,40.59,1487,134146,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600323657,NA,NA,NA,NA
"194","OWID_OCE",NA,"오세아니아",2022-10-30,12621009,21591,10198.286,20584,11,18.857,280224.877,479.386,226.433,457.028,0.244,0.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79928980,28861080,27800321,23237394,18117,17986,177.47,64.08,61.73,51.59,399,3682,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45038860,NA,NA,NA,NA
"195","OWID_SAM",NA,"남미",2022-10-30,64281629,7654,11972.429,1332238,70,105.286,147159.282,17.522,27.408,3049.879,0.16,0.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,929479531,372134832,334508254,234714423,66179,73853,212.78,85.19,76.58,53.73,169,9341,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436816679,NA,NA,NA,NA
"196","KOR","Asia","한국",2022-10-30,25557309,18510,35096.143,29176,18,25.143,493233.822,357.227,677.325,563.071,0.347,0.485,1.28,272,5.249,1593,30.744,NA,NA,966,18.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,129504006,44851279,44431013,41200821,98,5656,249.93,86.56,85.75,79.51,109,199,0,11.11,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,NA,12.27,83.03,0.916,51815808,NA,NA,NA,NA
"197","OWID_AFR",NA,"아프리카",2022-10-31,12384989,1425,951.714,256979,0,9,8680.641,0.999,0.667,180.117,0,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,677115120,436304801,351906488,54910898,1039648,1261540,47.46,30.58,24.67,3.85,884,971494,0.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1426736614,NA,NA,NA,NA
"198","OWID_ASI",NA,"아시아",2022-10-31,189366382,126081,137135.857,1492864,287,254,40108.241,26.704,29.046,316.192,0.061,0.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8771462578,3616981132,3395236614,1682389997,1838924,1791103,185.78,76.61,71.91,35.63,379,437234,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4721383370,NA,NA,NA,NA
"199","OWID_EUR",NA,"유럽",2022-10-31,236562662,105468,165229.286,1964024,568,714.143,317615.714,141.604,221.842,2636.954,0.763,0.959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1344122959,517149050,496522451,343085417,252294,389816,180.47,69.43,66.66,46.06,523,19626,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744807803,NA,NA,NA,NA
"200","OWID_NAM",NA,"북미",2022-10-31,115542438,46483,42407.286,1525984,155,421.429,192466.908,77.43,70.641,2541.935,0.258,0.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1106146244,452576730,390313016,243686467,732563,855869,184.26,75.39,65.02,40.59,1426,131176,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600323657,NA,NA,NA,NA
"201","OWID_OCE",NA,"오세아니아",2022-10-31,12622735,1726,7894,20589,5,13.714,280263.199,38.322,175.271,457.139,0.111,0.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80044554,28891883,27844775,23269539,19861,19849,177.72,64.15,61.82,51.67,441,4234,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45038860,NA,NA,NA,NA
"202","OWID_SAM",NA,"남미",2022-10-31,64300898,19269,13525.571,1332443,205,127.143,147203.395,44.112,30.964,3050.348,0.469,0.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,929503925,372138249,334510508,234733147,57894,71866,212.79,85.19,76.58,53.74,165,8946,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436816679,NA,NA,NA,NA
"203","KOR","Asia","한국",2022-10-31,25615667,58358,37188.143,29209,33,27.429,494360.08,1126.259,717.699,563.708,0.637,0.529,1.32,288,5.558,NA,NA,NA,NA,997,19.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,129509774,44851465,44431211,41206212,5768,5496,249.94,86.56,85.75,79.52,106,191,0,11.11,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,NA,12.27,83.03,0.916,51815808,NA,NA,NA,NA
"204","OWID_AFR",NA,"아프리카",2022-11-01,12386142,1153,812.571,256981,2,9,8681.45,0.808,0.57,180.118,0.001,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,677133852,436309781,351911452,54920715,1039648,1221362,47.46,30.58,24.67,3.85,856,938771,0.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1426736614,NA,NA,NA,NA
"205","OWID_ASI",NA,"아시아",2022-11-01,189546178,179796,141315,1494467,1603,454.143,40146.322,38.081,29.931,316.532,0.34,0.096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8773364983,3618062983,3395347361,1683021864,2065412,1868624,185.82,76.63,71.91,35.65,396,578316,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4721383370,NA,NA,NA,NA
"206","OWID_EUR",NA,"유럽",2022-11-01,236714299,151637,134248.857,1964661,637,619.429,317819.306,203.592,180.246,2637.809,0.855,0.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1344223976,517150054,496523495,343182345,216279,340502,180.48,69.43,66.66,46.08,457,21417,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744807803,NA,NA,NA,NA
"207","OWID_NAM",NA,"북미",2022-11-01,115598241,55803,42787.857,1526479,495,420.571,192559.863,92.955,71.275,2542.76,0.825,0.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1106835986,452646992,390359718,243727707,741753,818980,184.37,75.4,65.02,40.6,1364,128542,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600323657,NA,NA,NA,NA
"208","OWID_OCE",NA,"오세아니아",2022-11-01,12624418,1683,7904.429,20589,0,12.857,280300.567,37.368,175.502,457.139,0,0.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80047222,28891903,27844827,23272135,8672,8443,177.73,64.15,61.82,51.67,187,258,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45038860,NA,NA,NA,NA
"209","OWID_SAM",NA,"남미",2022-11-01,64312504,11606,12462.571,1332508,65,112.429,147229.964,26.569,28.53,3050.497,0.149,0.257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,929516622,372139657,334511927,234743017,46306,67584,212.79,85.19,76.58,53.74,155,8338,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436816679,NA,NA,NA,NA
"210","KOR","Asia","한국",2022-11-01,25670407,54740,39178.857,29239,30,28,495416.515,1056.434,756.118,564.287,0.579,0.54,1.28,288,5.558,1712,33.04,NA,NA,1019,19.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,129514774,44851627,44431438,41210824,5000,5358,249.95,86.56,85.75,79.53,103,189,0,11.11,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,NA,12.27,83.03,0.916,51815808,NA,NA,NA,NA
"211","OWID_AFR",NA,"아프리카",2022-11-02,12387259,1117,873,256981,0,8,8682.233,0.783,0.612,180.118,0,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,677141891,436312447,351914731,54923726,1043147,1182493,47.46,30.58,24.67,3.85,829,906106,0.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1426736614,NA,NA,NA,NA
"212","OWID_ASI",NA,"아시아",2022-11-02,189725437,179259,145046,1494730,264,457.571,40184.29,37.967,30.721,316.587,0.056,0.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8774108223,3618108493,3395411519,1683576679,1599971,1871535,185.84,76.63,71.92,35.66,396,639066,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4721383370,NA,NA,NA,NA
"213","OWID_EUR",NA,"유럽",2022-11-02,236797428,83129,114683.429,1965165,504,566.571,317930.917,111.611,153.977,2638.486,0.677,0.761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1344495689,517152758,496526611,343445622,369169,313547,180.52,69.43,66.67,46.11,421,23496,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744807803,NA,NA,NA,NA
"214","OWID_NAM",NA,"북미",2022-11-02,115676972,78731,43220.143,1527270,791,366.714,192691.01,131.148,71.995,2544.078,1.318,0.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1107648303,452727197,390410830,243871967,876207,778499,184.51,75.41,65.03,40.62,1297,125398,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600323657,NA,NA,NA,NA
"215","OWID_OCE",NA,"오세아니아",2022-11-02,12626357,1939,7902.143,20602,13,14.286,280343.619,43.052,175.452,457.427,0.289,0.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80050222,28891932,27844877,23275056,9004,8395,177.74,64.15,61.82,51.68,186,263,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45038860,NA,NA,NA,NA
"216","OWID_SAM",NA,"남미",2022-11-02,64316652,4148,10855.714,1332520,12,84,147239.46,9.496,24.852,3050.525,0.027,0.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,929549223,372143637,334514557,234769008,66210,66653,212.8,85.19,76.58,53.75,153,8056,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436816679,NA,NA,NA,NA
"217","KOR","Asia","한국",2022-11-02,25717277,46870,40881.714,29280,41,30.143,496321.065,904.55,788.982,565.079,0.791,0.582,1.22,303,5.848,NA,NA,238,4.593,1107,21.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,129519668,44851818,44431650,41215320,4894,5199,249.96,86.56,85.75,79.54,100,188,0,11.11,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,NA,12.27,83.03,0.916,51815808,NA,NA,NA,NA
"218","OWID_AFR",NA,"아프리카",2022-11-03,12388153,894,908.286,256982,1,8.143,8682.859,0.627,0.637,180.119,0.001,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,677288651,436316165,352026144,54925994,1044389,1143962,47.47,30.58,24.67,3.85,802,873689,0.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1426736614,NA,NA,NA,NA
"219","OWID_ASI",NA,"아시아",2022-11-03,189895660,170223,149093.429,1495033,303,459.429,40220.343,36.054,31.578,316.651,0.064,0.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8775322718,3618133553,3395471130,1684320211,1389796,1793100,185.86,76.63,71.92,35.67,380,657943,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4721383370,NA,NA,NA,NA
"220","OWID_EUR",NA,"유럽",2022-11-03,237005698,208270,111311.714,1966240,1075,590.571,318210.546,279.629,149.45,2639.929,1.443,0.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1344973028,517223622,496601075,343774657,443270,293710,180.58,69.44,66.68,46.16,394,25758,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744807803,NA,NA,NA,NA
"221","OWID_NAM",NA,"북미",2022-11-03,115757077,80105,44805.143,1528079,809,374.857,192824.447,133.436,74.635,2545.425,1.348,0.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1108553031,452872189,390464036,244034940,944860,739308,184.66,75.44,65.04,40.65,1232,124725,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600323657,NA,NA,NA,NA
"222","OWID_OCE",NA,"오세아니아",2022-11-03,12646137,19780,8391.571,20645,43,13.714,280782.795,439.176,186.318,458.382,0.955,0.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80088778,28891998,27845454,23312969,8900,8386,177.82,64.15,61.83,51.76,186,267,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45038860,NA,NA,NA,NA
"223","OWID_SAM",NA,"남미",2022-11-03,64330894,14242,10330.571,1332634,114,82.429,147272.064,32.604,23.65,3050.786,0.261,0.189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,929588929,372148477,334517271,234801162,79385,67258,212.81,85.2,76.58,53.75,154,8794,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436816679,NA,NA,NA,NA
"224","KOR","Asia","한국",2022-11-03,25760701,43424,41958.429,29315,35,30.714,497159.11,838.045,809.761,565.754,0.675,0.593,1.18,290,5.597,NA,NA,NA,NA,1173,22.638,NA,NA,NA,NA,NA,NA,NA,NA,NA,129525420,44852011,44431905,41220640,5752,4811,249.97,86.56,85.75,79.55,93,189,0,11.11,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,NA,12.27,83.03,0.916,51815808,NA,NA,NA,NA
"225","OWID_AFR",NA,"아프리카",2022-11-04,12389249,1096,952.286,257035,53,8,8683.627,0.768,0.667,180.156,0.037,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,677296811,436319888,352029383,54928376,1033451,1108361,47.47,30.58,24.67,3.85,777,841349,0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1426736614,NA,NA,NA,NA
"226","OWID_ASI",NA,"아시아",2022-11-04,190027690,132030,148260,1495299,266,464.143,40248.308,27.964,31.402,316.708,0.056,0.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8776391020,3619214635,3396033459,1686665602,1823846,1742550,185.89,76.66,71.93,35.72,369,678458,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4721383370,NA,NA,NA,NA
"227","OWID_EUR",NA,"유럽",2022-11-04,237246131,240433,121300.286,1967326,1086,627.857,318533.359,322.812,162.861,2641.387,1.458,0.843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1345468708,517226803,496604554,344074027,438364,294252,180.65,69.44,66.68,46.2,395,26650,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744807803,NA,NA,NA,NA
"228","OWID_NAM",NA,"북미",2022-11-04,115801703,44626,46101.429,1528488,409,392.143,192898.783,74.337,76.794,2546.107,0.681,0.653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1109425846,452972257,390542453,244106774,878244,705640,184.8,75.45,65.06,40.66,1175,123094,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600323657,NA,NA,NA,NA
"229","OWID_OCE",NA,"오세아니아",2022-11-04,12660697,14560,8923,20710,65,19.571,281106.072,323.276,198.118,459.825,1.443,0.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80091653,28892027,27845547,23315722,11844,8756,177.83,64.15,61.83,51.77,194,271,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45038860,NA,NA,NA,NA
"230","OWID_SAM",NA,"남미",2022-11-04,64342286,11392,10822.143,1332730,96,87.429,147298.144,26.08,24.775,3051.005,0.22,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,929749688,372180179,334541744,234879349,87789,67858,212.85,85.2,76.59,53.77,155,9230,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436816679,NA,NA,NA,NA
"231","KOR","Asia","한국",2022-11-04,25801564,40863,42468,29354,39,31.857,497947.731,788.62,819.595,566.507,0.753,0.615,1.14,304,5.867,NA,NA,NA,NA,1243,23.989,NA,NA,NA,NA,NA,NA,NA,NA,NA,129533514,44852395,44432294,41227971,8094,4758,249.99,86.56,85.75,79.57,92,187,0,11.11,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,NA,12.27,83.03,0.916,51815808,NA,NA,NA,NA
"232","OWID_AFR",NA,"아프리카",2022-11-05,12389566,317,945.286,257035,0,8,8683.849,0.222,0.663,180.156,0,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,677303485,436322879,352032237,54930206,1031965,1072687,47.47,30.58,24.67,3.85,752,808902,0.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1426736614,NA,NA,NA,NA
"233","OWID_ASI",NA,"아시아",2022-11-05,190194247,166557,152716.286,1495569,270,465.857,40283.585,35.277,32.346,316.765,0.057,0.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8779253817,3620928628,3396138938,1687598150,1839108,1768998,185.95,76.69,71.93,35.74,375,700612,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4721383370,NA,NA,NA,NA
"234","OWID_EUR",NA,"유럽",2022-11-05,237261679,15548,117196.857,1967539,213,614.429,318554.234,20.875,157.352,2641.673,0.286,0.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1345562200,517230602,496608469,344161837,232103,297228,180.66,69.44,66.68,46.21,399,28192,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744807803,NA,NA,NA,NA
"235","OWID_NAM",NA,"북미",2022-11-05,115807517,5814,45436.571,1528524,36,390.143,192908.468,9.685,75.687,2546.167,0.06,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1109817538,453008524,390569211,244151240,441182,698789,184.87,75.46,65.06,40.67,1164,123020,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600323657,NA,NA,NA,NA
"236","OWID_OCE",NA,"오세아니아",2022-11-05,12662550,1853,9018.857,20710,0,19.571,281147.214,41.142,200.246,459.825,0,0.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80093097,28892086,27845647,23317007,10413,9143,177.83,64.15,61.83,51.77,203,278,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45038860,NA,NA,NA,NA
"237","OWID_SAM",NA,"남미",2022-11-05,64353499,11213,11360.571,1332823,93,93.571,147323.814,25.67,26.008,3051.218,0.213,0.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,929775047,372184289,334543343,234899000,61121,66412,212.85,85.2,76.59,53.78,152,8792,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436816679,NA,NA,NA,NA
"238","KOR","Asia","한국",2022-11-05,25838239,36675,42777.143,29372,18,30.571,498655.526,707.796,825.562,566.854,0.347,0.59,1.14,314,6.06,NA,NA,NA,NA,1243,23.989,NA,NA,NA,NA,NA,NA,NA,NA,NA,129536705,44852530,44432470,41230853,3191,4685,249.99,86.56,85.75,79.57,90,179,0,11.11,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,NA,12.27,83.03,0.916,51815808,NA,NA,NA,NA
"239","OWID_AFR",NA,"아프리카",2022-11-06,12389958,392,913.429,257036,1,8.143,8684.124,0.275,0.64,180.157,0.001,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,680567634,439613967,353970915,55359300,1026042,1036898,47.7,30.81,24.81,3.88,727,776417,0.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1426736614,NA,NA,NA,NA
"240","OWID_ASI",NA,"아시아",2022-11-06,190325496,131249,155027.857,1495814,245,462.571,40311.384,27.799,32.835,316.817,0.052,0.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8779976727,3620948992,3396180382,1688095783,1162319,1674198,185.96,76.69,71.93,35.75,355,608262,0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4721383370,NA,NA,NA,NA
"241","OWID_EUR",NA,"유럽",2022-11-06,237276307,14628,117016.143,1967754,215,614,318573.874,19.64,157.109,2641.962,0.289,0.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1345646302,517231904,496609793,344239115,155600,301011,180.67,69.45,66.68,46.22,404,29387,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744807803,NA,NA,NA,NA
"242","OWID_NAM",NA,"북미",2022-11-06,115815679,8162,45674.857,1528543,19,387.714,192922.064,13.596,76.084,2546.198,0.032,0.646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1110023904,453029396,390584012,244177027,255856,695804,184.9,75.46,65.06,40.67,1159,122966,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600323657,NA,NA,NA,NA
"243","OWID_OCE",NA,"오세아니아",2022-11-06,12685191,22641,9168.857,20723,13,19.857,281649.913,502.699,203.577,460.114,0.289,0.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80093559,28892096,27845693,23317413,9431,9531,177.83,64.15,61.83,51.77,212,284,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45038860,NA,NA,NA,NA
"244","OWID_SAM",NA,"남미",2022-11-06,64363046,9547,11631,1332872,49,90.571,147345.669,21.856,26.627,3051.33,0.112,0.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,929789258,372185665,334543904,234911274,50031,64105,212.86,85.2,76.59,53.78,147,8257,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436816679,NA,NA,NA,NA
